Trade Opened,Open,Stop Loss,Take Profit,Trade Closed,Percent Gain
2004-11-23,57.61,53.97,64.89,2005-02-04,12.64
2004-12-10,59.5,56.5,65.5,2005-02-04,10.08
2004-12-27,60.85,59.28,63.99,2005-01-18,5.16
2005-01-14,62.65,60.4,67.15,2005-02-04,7.18
2005-02-07,66.8,61.34,77.72,2005-12-15,16.35
2005-04-06,65.35,63.49,69.07,2005-04-18,-2.85
2005-05-13,65.47,63.82,68.77,2005-06-08,5.04
2005-07-14,66.38,63.6,71.94,2005-09-08,8.38
2005-08-24,69.78,66.54,76.26,2005-12-15,9.29
2005-09-07,70.74,69.04,74.14,2005-10-03,4.81
2005-10-03,73.72,70.82,79.52,2005-10-10,-3.93
2005-10-21,73.1,68.6,82.1,2006-04-17,-6.16
2005-11-08,73.8,73.4,74.6,2005-11-08,1.08
2005-12-22,76.62,71.46,86.94,2006-02-03,-6.73
2006-01-12,76.65,74.3,81.35,2006-01-24,-3.07
2006-02-23,73.4,71.06,78.08,2006-03-31,-3.19
2006-03-23,73.6,71.26,78.28,2006-03-31,-3.18
2006-05-04,73.5,70.5,79.5,2006-05-12,-4.08
2006-06-02,72.2,70.09,76.42,2006-06-13,-2.92
2006-06-27,72.5,69.35,78.8,2006-07-06,8.69
2006-07-20,78.0,72.61,88.78,2007-01-10,13.82
2006-08-21,83.5,78.97,92.56,2006-09-25,-5.43
2006-10-12,79.2,75.45,86.7,2007-01-03,9.47
2006-10-26,82.25,77.83,91.09,2007-04-02,-5.37
2006-11-27,83.95,80.34,91.17,2007-04-02,-4.3
2006-12-07,84.5,83.43,86.64,2007-01-03,2.53
2006-12-28,85.81,84.18,89.07,2007-01-10,3.8
2007-01-17,89.42,85.58,97.1,2007-02-08,-4.29
2007-03-13,84.5,81.17,91.16,2007-04-02,-3.94
2007-03-29,86.65,83.45,93.05,2007-04-02,-3.69
2007-05-30,71.31,67.85,78.23,2007-07-25,-4.85
2007-07-12,70.84,68.66,75.2,2007-07-24,-3.08
2007-08-14,67.78,65.72,71.9,2007-08-16,-3.04
2007-08-31,69.64,66.5,75.92,2007-11-29,9.02
2007-09-27,68.6,66.66,72.48,2007-10-24,5.66
2007-10-23,71.92,69.41,76.94,2007-11-30,6.98
2007-11-26,72.83,71.79,74.91,2007-11-26,-1.43
2008-01-14,78.97,74.67,87.57,2008-01-18,-5.45
2008-03-11,75.67,72.02,82.97,2008-03-14,-4.82
2008-04-29,21.1,21.19,20.92,2008-04-29,-0.85
2008-08-18,21.68,20.67,23.7,2008-08-21,-4.66
2008-09-08,21.38,20.53,23.08,2008-09-11,-3.98
2009-01-12,15.59,14.96,16.85,2009-01-16,8.08
2009-03-16,16.71,14.5,21.13,2010-04-12,26.45
2009-04-16,16.97,16.03,18.85,2009-11-09,11.08
2009-05-18,16.94,16.85,17.12,2009-05-18,-0.53
2009-07-02,16.57,16.15,17.41,2009-07-06,-2.53
2009-08-04,17.63,16.29,20.31,2009-12-24,15.2
2009-08-31,18.27,17.36,20.09,2009-10-02,-4.98
2009-11-10,18.88,18.02,20.6,2010-01-15,9.11
2009-12-10,19.45,18.75,20.85,2010-03-10,7.2
2009-12-30,19.85,19.51,20.53,2010-01-15,3.43
2010-01-14,20.23,19.87,20.95,2010-01-21,-1.78
2010-02-25,20.14,19.23,21.96,2010-05-06,-4.52
2010-04-05,20.89,20.37,21.93,2010-05-06,-2.49
2010-04-27,21.25,20.75,22.25,2010-05-06,-2.35
2010-05-18,21.77,19.2,26.91,2011-04-14,23.61
2010-07-06,20.5,19.53,22.44,2010-08-06,9.46
2010-08-03,22.2,21.11,24.38,2010-09-30,9.82
2010-08-23,22.83,22.15,24.19,2010-09-28,5.96
2010-09-16,23.64,22.26,26.4,2011-04-11,11.68
2010-10-05,24.0,23.48,25.04,2010-10-25,4.33
2010-10-21,24.93,24.27,26.25,2010-11-16,-2.65
2010-11-12,25.04,24.9,25.32,2010-11-12,-0.56
2010-12-17,24.95,23.7,27.45,2011-01-31,-5.01
2011-02-28,24.96,24.0,26.88,2011-04-14,7.69
2011-03-31,26.06,24.19,29.8,2011-08-09,-7.18
2011-04-11,26.47,25.81,27.79,2011-05-17,4.99
2011-05-18,27.65,25.95,31.05,2011-06-28,-6.15
2011-06-27,26.78,26.4,27.54,2011-06-28,-1.42
2011-09-08,26.94,25.31,30.2,2011-09-22,-6.05
2011-10-20,27.44,25.94,30.44,2012-03-08,10.93
2011-11-16,27.64,27.03,28.86,2011-11-23,-2.21
2011-12-07,28.68,27.0,32.04,2012-04-20,11.72
2011-12-27,29.83,28.67,32.15,2012-01-03,-3.89
2012-01-13,28.76,28.42,29.44,2012-01-24,-1.18
2012-02-09,28.87,28.33,29.95,2012-02-24,3.74
2012-03-06,30.14,29.07,32.28,2012-05-01,7.1
2012-04-02,30.74,29.77,32.68,2012-06-07,6.31
2012-04-16,31.55,30.94,32.77,2012-06-07,3.87
2012-05-17,31.86,31.28,33.02,2012-06-11,3.64
2012-06-20,33.85,31.54,38.47,2012-11-05,-6.82
2012-07-10,35.51,33.52,39.49,2012-08-23,-5.6
2012-07-30,35.88,35.02,37.6,2012-08-07,-2.4
2012-10-02,33.78,33.1,35.14,2012-10-11,-2.01
2012-11-30,33.68,30.01,41.02,2014-05-29,21.79
2013-01-18,32.95,31.85,35.15,2013-02-21,6.68
2013-02-06,34.07,32.8,36.61,2013-04-29,7.46
2013-04-03,35.21,33.81,38.01,2013-08-20,-3.98
2013-04-17,35.21,34.61,36.41,2013-04-18,-1.7
2013-05-21,37.35,36.01,40.03,2013-06-03,-3.59
2013-07-16,36.98,34.96,41.02,2013-08-14,-5.46
2013-09-27,34.82,34.47,35.52,2013-09-30,-1.01
2013-10-17,35.73,34.41,38.37,2013-12-20,7.39
2013-11-12,37.44,36.9,38.52,2013-11-21,-1.44
2013-12-12,37.58,36.9,38.94,2013-12-13,-1.81
2014-02-21,35.55,34.74,37.17,2014-03-04,4.56
2014-04-01,37.45,35.84,40.67,2014-05-16,8.6
2014-04-28,39.22,37.88,41.9,2014-06-10,6.83
2014-05-19,40.29,39.6,41.67,2014-06-10,3.43
2014-07-14,43.61,41.52,47.79,2014-07-21,-4.79
2014-08-29,43.0,41.93,45.14,2014-09-22,4.98
2014-09-26,45.42,42.92,50.42,2014-11-28,11.01
2014-10-10,46.7,45.19,49.72,2014-10-15,-3.23
2014-10-30,47.52,44.59,53.38,n/a,0.0
2014-11-28,49.97,48.71,52.49,n/a,0.0
2014-12-24,50.65,48.91,54.13,n/a,0.0
,,,,,
,,,,,
Winners:,71,,,,
Losers,72,,,,
Avg Pct Gain,2.8471328671328684,,,,
