Trade Opened,Open,Stop Loss,Take Profit,Trade Closed,Percent Gain
2008-04-29,148.92,140.0,166.76,2008-05-05,11.98
2008-05-13,171.62,147.5,219.86,2008-07-08,-14.05
2008-06-06,181.69,170.00999,205.05,2008-06-12,-6.43
2008-07-01,182.00999,169.00999,208.01,2008-07-01,-7.14
2008-08-07,145.7,133.69,169.72,2008-08-11,-8.24
2008-12-16,38.0,25.8,62.4,2009-02-18,-32.11
2009-02-17,28.95,27.73,31.39,2009-02-17,-4.21
2009-03-16,18.53,16.97,21.65,2009-03-17,-8.42
2009-03-24,21.6,16.66,31.48,2009-05-04,45.74
2009-04-13,25.58,20.17,36.4,2009-06-01,42.3
2009-05-11,30.23,25.19,40.31,2009-06-11,33.34
2009-06-05,36.37,28.62,51.87,2009-12-21,42.62
2009-06-19,37.68,33.86,45.32,2009-06-23,-10.14
2009-07-31,38.64,29.35,57.22,2009-12-28,48.08
2009-08-31,43.61,41.57,47.69,2009-09-02,-4.68
2009-09-16,50.16,41.38,67.72,2009-10-02,-17.5
2009-11-24,42.15,37.45,51.55,2009-12-21,22.3
2009-12-08,44.2,41.55,49.5,2009-12-16,11.99
2010-01-04,56.42,48.36,72.54,2010-01-27,-14.29
2010-02-22,53.94,44.01,73.8,2010-05-25,-18.41
2010-03-15,60.78,50.05,82.24,2010-05-06,-17.65
2010-04-05,66.68,57.45,85.14,2010-04-19,-13.84
2010-04-29,58.95,56.07,64.71,2010-04-30,-4.89
2010-08-03,46.77,40.43,59.45,2010-10-26,-13.56
2010-10-19,43.52,41.89,46.78,2010-10-21,-3.75
2010-11-12,47.05,39.78,61.59,2011-02-15,30.9
2010-12-07,53.65,46.52,67.91,2011-05-05,-13.29
2010-12-23,58.26,51.75,71.28,2011-01-20,-11.17
2011-01-07,58.65,58.28,59.39,2011-01-07,1.26
2011-02-01,58.27,52.9,69.01,2011-03-10,-9.22
2011-04-05,53.82,52.63,56.2,2011-04-08,-2.21
2011-06-03,43.48,43.86,42.72,2011-06-03,-1.75
2011-07-08,44.87,41.0,52.61,2011-07-26,-8.62
2011-09-08,29.5,25.87,36.76,2011-09-21,-12.31
2011-10-17,24.43,21.58,30.13,2012-01-25,23.33
2011-11-03,26.47,21.67,36.07,2012-05-18,-18.13
2011-12-08,28.13,22.22,39.95,2012-05-17,-21.01
2011-12-30,25.6,23.67,29.46,2012-01-25,15.08
2012-01-20,27.99,26.64,30.69,2012-01-26,9.65
2012-03-26,30.34,24.78,41.46,2012-05-15,-18.33
2012-06-27,18.8,18.18,20.04,2012-06-28,6.6
2012-08-10,23.23,20.52,28.65,2012-08-24,-11.67
2012-09-20,20.23,18.29,24.11,2012-12-17,19.18
2012-11-02,21.89,18.74,28.19,2013-04-01,-14.39
2012-11-30,21.79,19.56,26.25,2013-01-03,20.47
2013-01-08,25.68,22.93,31.18,2013-01-30,-10.71
2013-05-02,17.44,15.8,20.72,2013-09-17,18.81
2013-05-28,18.7,17.65,20.8,2013-06-03,-5.61
2013-06-20,17.39,16.79,18.59,2013-06-24,-3.45
2013-07-09,18.83,17.5,21.49,2013-07-31,-7.06
2013-08-19,18.75,16.86,22.53,2013-10-15,20.16
2013-09-24,20.53,19.68,22.23,2013-10-14,8.28
2013-10-11,21.85,20.0,25.55,2013-10-29,16.93
2013-11-11,27.51,22.84,36.85,2014-06-02,-16.98
2013-12-16,27.38,25.79,30.56,2014-01-02,11.61
2014-02-18,27.3,24.97,31.96,2014-02-19,-8.53
2014-03-12,24.72,23.77,26.62,2014-03-14,-3.84
2014-06-24,25.42,23.5,29.26,2014-07-30,15.11
2014-07-10,26.56,25.57,28.54,2014-07-30,7.45
2014-08-12,35.56,27.2,52.28,2014-12-22,-23.51
2014-09-02,38.62,36.42,43.02,2014-09-17,11.39
2014-09-24,44.06,37.9,56.38,2014-10-01,-13.98
2014-10-29,42.17,33.01,60.49,2014-11-28,-21.72
,,,,,
,,,,,
Winners:,69,,,,
Losers,84,,,,
Avg Pct Gain,3.4845751633986937,,,,
