Trade Opened,Open,Stop Loss,Take Profit,Trade Closed,Percent Gain
2004-07-01,38.58,36.7,42.34,2004-07-07,-4.87
2004-07-26,36.44,35.5,38.32,2004-08-18,5.16
2004-08-26,39.32,36.5,44.96,2004-10-20,-7.17
2004-09-15,39.37,38.91,40.29,2004-10-01,2.34
2004-09-24,39.47,39.3,39.81,2004-09-24,0.86
2004-10-07,39.52,38.95,40.66,2004-10-13,-1.44
2004-11-12,38.93,36.9,42.99,2005-01-21,-5.21
2004-12-08,37.81,37.06,39.31,2004-12-23,3.97
2005-01-04,38.98,38.94,39.06,2005-01-04,0.21
2005-03-07,37.51,36.52,39.49,2005-03-09,-2.64
2005-04-25,34.98,33.89,37.16,2005-08-24,-3.12
2005-05-10,35.6,34.92,36.96,2005-05-11,-1.91
2005-06-14,35.45,35.2,35.95,2005-06-16,1.41
2005-09-15,34.35,33.31,36.43,2005-10-11,-3.03
2005-10-20,34.89,32.92,38.83,2005-11-23,11.29
2005-11-18,38.0,37.21,39.58,2005-12-13,4.16
2005-12-02,38.39,37.52,40.13,2005-12-23,4.53
2005-12-22,39.94,38.32,43.18,2006-01-20,-4.06
2006-03-02,41.63,39.29,46.31,2006-05-05,11.24
2006-03-24,41.99,40.99,43.99,2006-04-27,4.76
2006-04-11,42.0,41.12,43.76,2006-04-27,4.19
2006-04-27,42.66,41.83,44.32,2006-04-28,3.89
2006-07-31,45.1,40.4,54.5,2007-11-20,-10.42
2006-08-29,45.88,45.11,47.42,2006-09-08,-1.68
2006-09-21,47.08,44.68,51.88,2007-02-22,10.2
2006-10-04,47.05,46.39,48.37,2006-10-12,2.81
2006-11-01,47.75,46.75,49.75,2006-11-01,-2.09
2006-12-18,48.3,45.51,53.88,2007-07-24,-5.78
2007-01-22,48.87,47.9,50.81,2007-01-31,3.97
2007-02-07,50.84,49.11,54.3,2007-02-27,-3.4
2007-03-28,48.29,46.98,50.91,2007-04-18,5.43
2007-04-17,49.97,47.7,54.51,2007-07-10,-4.54
2007-04-26,52.77,51.35,55.61,2007-05-25,-2.69
2007-07-10,48.3,48.1,48.7,2007-07-10,-0.41
2007-08-22,46.67,42.16,55.69,2007-11-02,-9.66
2007-09-27,46.2,44.89,48.82,2007-10-16,-2.84
2008-01-29,45.94,37.66,62.5,2008-03-06,-18.02
2008-04-02,47.08,36.01,69.22,2008-06-27,-23.51
2008-04-23,45.41,41.17,53.89,2008-06-04,-9.34
2008-07-24,42.06,29.24,67.7,2008-11-19,-30.48
2008-08-12,40.99,38.91,45.15,2008-08-12,-5.07
2008-09-09,40.81,35.87,50.69,2008-09-16,-12.1
2008-09-25,42.25,34.04,58.67,2008-10-27,-19.43
2008-12-16,29.01,24.61,37.81,2009-01-12,-15.17
2009-01-07,29.15,28.8,29.85,2009-01-07,-1.2
2009-02-12,25.35,22.49,31.07,2009-02-17,-11.28
2009-03-19,27.25,14.96,51.83,2013-05-17,90.2
2009-03-27,28.27,23.15,38.51,2009-05-07,36.22
2009-04-17,33.35,26.51,47.03,2009-10-14,41.02
2009-05-11,37.35,32.06,47.93,2009-07-06,-14.16
2009-07-24,38.05,32.21,49.73,2011-09-09,-15.35
2009-08-13,42.73,40.22,47.75,2009-12-17,-5.87
2009-09-04,42.33,40.71,45.57,2009-09-22,7.65
2009-10-15,46.36,40.53,58.02,2009-12-17,-12.58
2009-12-28,41.85,40.04,45.47,2010-01-22,-4.32
2010-01-15,44.3,41.23,50.44,2010-01-21,-6.93
2010-03-05,42.32,39.7,47.56,2010-04-14,12.38
2010-03-15,42.92,42.05,44.66,2010-03-23,4.05
2010-04-05,45.28,43.04,49.76,2010-04-27,-4.95
2010-04-15,47.65,44.81,53.33,2010-04-19,-5.96
2010-06-03,39.86,37.35,44.88,2010-06-07,-6.3
2010-06-28,39.55,37.23,44.19,2010-06-29,-5.87
2010-07-21,40.25,35.16,50.43,2011-08-08,-12.65
2010-08-06,40.74,39.72,42.78,2010-08-09,-2.5
2010-09-09,39.93,35.55,48.69,2011-08-08,-10.97
2010-10-12,39.47,37.96,42.49,2010-10-15,-3.83
2010-11-12,39.86,36.83,45.92,2011-01-14,15.2
2010-12-10,40.89,37.11,48.45,2011-08-05,-9.24
2010-12-29,42.58,39.53,48.68,2011-06-24,-7.16
2011-01-21,45.05,42.65,49.85,2011-05-17,-5.33
2011-02-28,46.81,44.65,51.13,2011-03-14,-4.61
2011-03-31,46.05,44.77,48.61,2011-04-18,-2.78
2011-07-08,40.7,39.24,43.62,2011-07-12,-3.59
2011-07-29,40.24,38.93,42.86,2011-08-04,-3.26
2011-08-30,37.4,32.31,47.58,2011-09-09,-13.61
2011-09-21,32.23,31.86,32.97,2011-09-21,-1.15
2011-10-13,32.45,27.85,41.65,2012-03-13,28.35
2011-10-27,36.56,31.67,46.34,2011-11-16,-13.38
2011-12-08,33.55,28.48,43.69,2012-03-13,30.22
2012-01-26,37.88,34.5,44.64,2012-03-15,17.85
2012-02-09,38.6,36.36,43.08,2012-03-13,11.61
2012-02-27,38.07,37.05,40.11,2012-03-01,5.36
2012-03-14,43.62,39.12,52.62,2012-05-11,-10.32
2012-04-02,45.75,44.41,48.43,2012-04-04,-2.93
2012-06-12,32.88,30.83,36.98,2012-06-21,12.47
2012-07-02,36.27,34.64,39.53,2012-07-05,-4.49
2012-07-19,35.02,33.94,37.18,2012-07-20,-3.08
2012-08-14,37.42,34.76,42.74,2012-10-16,14.22
2012-09-17,41.0,36.78,49.44,2013-02-13,20.59
2012-10-05,42.04,40.16,45.8,2012-11-09,-4.47
2012-10-16,42.79,41.11,46.15,2012-10-23,-3.93
2012-11-07,42.01,40.87,44.29,2012-11-07,-2.71
2012-12-06,41.25,39.88,43.99,2012-12-19,6.64
2012-12-26,43.95,42.5,46.85,2013-01-17,6.6
2013-01-07,45.09,42.9,49.47,2013-02-19,9.71
2013-01-25,46.74,45.35,49.52,2013-02-19,5.95
2013-02-04,47.54,46.25,50.12,2013-03-06,5.43
2013-02-19,49.12,47.9,51.56,2013-02-21,-2.48
2013-03-06,49.88,46.85,55.94,2013-04-03,-6.07
2013-04-30,48.96,46.05,54.78,2013-05-22,11.89
2013-05-15,50.2,46.98,56.64,2013-07-22,12.83
2013-06-05,53.78,52.66,56.02,2013-06-06,-2.08
2013-07-17,55.05,52.12,60.91,2013-08-19,-5.32
2013-09-16,53.45,50.29,59.77,2013-09-25,-5.91
2013-10-16,52.61,50.25,57.33,2013-11-21,8.97
2013-11-15,54.27,51.58,59.65,2014-01-15,9.91
2013-11-29,57.58,55.77,61.2,2013-12-05,-3.14
2013-12-30,58.14,55.4,63.62,2014-01-24,-4.71
2014-01-09,58.98,57.97,61.0,2014-01-13,-1.71
2014-02-18,58.02,54.2,65.66,2014-05-05,-6.58
2014-03-18,57.82,55.69,62.08,2014-04-11,-3.68
2014-06-04,55.52,52.97,60.62,2014-09-18,9.19
2014-06-25,57.22,56.33,59.0,2014-07-08,-1.56
2014-07-21,58.12,54.96,64.44,2014-10-15,-5.44
2014-09-02,59.46,56.13,66.12,2014-10-14,-5.6
2014-09-17,59.95,58.78,62.29,2014-10-02,-1.95
2014-11-06,61.08,58.76,65.72,2014-12-16,-3.8
2014-11-28,60.4,59.75,61.7,2014-12-01,-1.08
,,,,,
,,,,,
Winners:,58,,,,
Losers,107,,,,
Avg Pct Gain,0.12351515151515183,,,,
