Trade Opened,Open,Stop Loss,Take Profit,Trade Closed,Percent Gain
2010-09-14,147.72,121.81,199.54,2010-11-29,35.08
2010-10-27,179.3,147.35001,243.2,2011-02-14,35.64
2010-12-07,197.25,163.57001,264.61,2011-05-26,34.15
2010-12-29,184.05,176.53999,199.07,2010-12-31,-4.08
2011-01-10,179.7,173.5,192.1,2011-01-13,6.9
2011-02-04,212.96001,176.07001,286.74,2011-07-05,34.64
2011-03-22,220.77,188.89,284.53,2011-07-05,28.88
2011-04-20,243.39,224.41,281.35,2011-07-05,15.6
2011-06-06,273.37,231.11,357.89,2011-08-08,-15.46
2011-07-05,276.0,244.7,338.6,2011-08-05,-11.34
2011-11-15,85.15,78.74,97.97,2011-11-17,-7.53
2011-12-14,69.58,62.37,84.0,2012-01-06,20.72
2012-01-03,70.28,66.93,76.98,2012-01-04,9.53
2012-01-26,113.9,89.2,163.3,2012-04-24,-21.69
2012-02-13,124.97,117.75,139.41,2012-02-21,-5.78
2012-03-27,122.14,102.9,160.62,2012-04-10,-15.75
2012-06-26,67.21,61.02,79.59,2012-07-05,18.42
2012-07-19,81.96,79.53,86.82,2012-07-23,-2.96
2012-08-22,65.12,56.9,81.56,2012-09-04,-12.62
2012-09-17,58.98,55.1,66.74,2012-09-25,-6.58
2012-11-07,76.43,57.4,114.49,2013-01-24,49.8
2012-11-21,82.5,77.34,92.82,2012-12-03,-6.25
2012-12-13,90.85,74.5,123.55,2013-01-24,35.99
2013-01-11,98.18,88.54,117.46,2013-01-24,19.64
2013-01-31,167.10001,96.59,308.12,2013-09-10,84.39
2013-02-27,183.58,174.8,201.14,2013-04-03,-4.78
2013-03-21,182.39999,179.00999,189.18,2013-03-26,3.72
2013-05-01,215.92,161.8,324.16,2013-10-01,50.13
2013-05-28,231.75,204.02,287.21,2013-08-26,23.93
2013-06-27,212.91,205.75,227.23,2013-07-02,6.73
2013-08-12,251.28,241.38,271.08,2013-08-20,7.88
2013-09-04,288.84,251.13,364.26,2013-10-22,26.11
2013-09-16,310.0,290.20001,349.6,2013-10-09,-6.39
2013-10-02,322.09,297.70001,370.87,2013-10-09,-7.57
2013-11-11,332.75,325.14999,347.95,2013-11-15,4.57
2013-12-10,355.0,334.23999,396.52,2014-01-10,-5.85
2014-01-29,403.12,320.25,568.86,2014-04-15,-20.56
2014-02-18,436.95999,397.01001,516.86,2014-03-24,-9.14
2014-03-05,453.98999,427.97,506.03,2014-03-14,-5.73
2014-05-12,330.85999,310.25,372.08,2014-05-20,12.46
2014-06-06,430.01001,339.38,611.27,2014-10-16,-21.08
2014-06-24,438.04999,417.20999,479.73,2014-08-01,-4.76
2014-07-10,434.39001,433.32999,436.51,2014-07-10,0.49
2014-08-14,452.20999,420.31,516.01,2014-10-16,-7.05
2014-10-10,459.79999,437.29001,504.82,2014-10-13,-4.9
2014-10-29,386.22,355.44,447.78,2014-11-24,-7.97
2014-12-26,341.91,315.54001,394.65,n/a,0.0
,,,,,
,,,,,
Winners:,68,,,,
Losers,65,,,,
Avg Pct Gain,8.841879699248125,,,,
