Trade Opened,Open,Stop Loss,Take Profit,Trade Closed,Percent Gain
2013-06-04,135.21001,132.8,140.03,2013-06-11,-1.78
2013-07-16,124.76,116.74,140.8,2013-12-19,-6.43
2013-08-15,128.06,123.55,137.08,2013-08-27,7.04
2013-09-04,134.61,131.50999,140.81,2013-09-10,-2.3
2013-09-26,128.61,125.15,135.53,2013-10-01,-2.69
2013-12-16,119.26,117.41,122.96,2013-12-18,-1.55
2014-01-10,119.72,114.46,130.24,2014-03-03,8.79
2014-01-30,119.67,119.17,120.67,2014-01-31,0.84
2014-02-28,128.27,126.16,132.49,2014-03-13,3.29
2014-04-09,125.46,123.59,129.2,2014-04-22,-1.49
2014-05-13,124.79,123.06,128.25,2014-05-27,-1.39
2014-06-19,124.33,119.94,133.11,2014-09-10,-3.53
2014-07-09,127.54,126.2,130.22,2014-07-14,-1.05
2014-08-13,126.35,123.4,132.25,2014-08-21,-2.33
2014-10-14,118.58,114.42,126.9,2014-10-31,-3.51
2014-11-12,112.05,109.67,116.81,2014-12-01,4.25
2014-12-09,117.04,111.95,127.22,n/a,0.0
,,,,,
,,,,,
Winners:,54,,,,
Losers,71,,,,
Avg Pct Gain,1.2118399999999994,,,,
