Trade Opened,Open,Stop Loss,Take Profit,Trade Closed,Percent Gain
2004-08-04,21.15,18.83,25.79,2004-08-05,-10.97
2004-09-09,19.08,16.61,24.02,2005-02-02,25.89
2004-10-15,21.53,18.94,26.71,2005-02-25,24.06
2004-11-01,22.0,21.11,23.78,2004-11-08,-4.05
2004-11-29,21.08,19.72,23.8,2004-12-07,-6.45
2004-12-27,21.75,19.63,25.99,2005-02-16,19.49
2005-01-28,23.45,20.46,29.43,2005-03-18,25.5
2005-02-24,25.61,23.76,29.31,2005-03-18,14.45
2005-03-30,27.6,26.52,29.76,2005-04-14,-3.91
2005-06-02,23.9,21.6,28.5,2005-08-02,19.25
2005-06-23,25.38,24.53,27.08,2005-07-11,6.7
2005-07-11,26.79,24.82,30.73,2005-09-09,14.71
2005-08-09,28.45,26.39,32.57,2005-08-17,-7.24
2005-09-08,29.2,25.49,36.62,2006-02-14,-12.71
2005-09-27,31.85,30.15,35.25,2005-10-06,-5.34
2005-11-01,30.11,27.1,36.13,2006-02-10,-10.0
2005-11-22,31.5,28.71,37.08,2006-02-07,-8.86
2006-01-13,31.72,30.0,35.16,2006-02-02,-5.42
2006-03-23,28.32,25.9,33.16,2006-04-18,17.09
2006-04-04,29.7,28.92,31.26,2006-04-10,5.25
2006-04-18,32.7,29.79,38.52,2006-05-15,-8.9
2006-05-10,32.0,30.51,34.98,2006-05-12,-4.66
2006-07-07,29.25,24.79,38.17,2006-10-04,-15.25
2006-08-01,29.47,25.78,36.85,2006-09-22,-12.52
2006-08-25,29.36,28.32,31.44,2006-09-08,-3.54
2006-10-20,27.8,25.45,32.5,2006-12-12,16.91
2006-11-16,28.9,27.28,32.14,2006-12-12,11.21
2006-11-29,29.91,27.95,33.83,2007-02-14,-6.55
2006-12-13,32.37,30.13,36.85,2007-01-03,-6.92
2007-02-08,29.6,28.01,32.78,2007-02-13,-5.37
2007-03-30,27.56,25.13,32.42,2007-08-06,-8.82
2007-04-23,27.96,26.81,30.26,2007-05-08,8.23
2007-05-03,29.18,27.78,31.98,2007-07-23,-4.8
2007-05-29,29.73,28.37,32.45,2007-07-23,-4.57
2007-06-25,30.01,29.7,30.63,2007-06-25,-1.03
2007-08-16,29.11,24.61,38.11,2007-11-06,30.92
2007-09-20,32.46,28.51,40.36,2008-03-27,24.34
2007-10-10,34.18,30.72,41.1,2008-01-23,-10.12
2007-11-01,36.55,33.09,43.47,2007-11-14,-9.47
2007-11-29,33.1,31.49,36.32,2008-01-18,-4.86
2008-02-11,32.3,30.22,36.46,2008-02-26,12.88
2008-02-27,36.99,32.63,45.71,2008-04-25,23.57
2008-03-19,36.61,34.1,41.63,2008-03-20,-6.86
2008-04-01,40.41,33.01,55.21,2008-05-06,36.62
2008-04-22,45.05,40.35,54.45,2008-05-06,20.87
2008-05-15,54.5,44.08,75.34,2008-06-17,38.24
2008-06-17,71.22,51.43,110.8,2008-08-11,-27.79
2008-08-26,63.25,54.34,81.07,2008-09-04,-14.09
2008-09-25,55.07,43.96,77.29,2008-10-02,-20.17
2008-10-20,37.66,24.34,64.3,2010-08-04,-35.37
2008-11-05,47.69,32.15,78.77,2008-11-20,-32.59
2008-12-16,45.9,31.85,74.0,2009-02-23,-30.61
2009-01-29,40.41,37.56,46.11,2009-02-02,-7.05
2009-03-24,33.35,27.81,44.43,2009-10-07,33.22
2009-04-09,35.59,28.13,50.51,2009-07-08,-20.96
2009-05-05,39.45,31.33,55.69,2009-07-02,-20.58
2009-06-05,40.94,34.19,54.44,2009-06-22,-16.49
2009-07-31,37.6,28.98,54.84,2010-05-06,-22.93
2009-08-31,35.44,34.9,36.52,2009-08-31,-1.52
2009-09-23,41.84,32.92,59.68,2010-03-08,-21.32
2009-10-22,47.01,37.14,66.75,2009-11-20,-21.0
2009-12-11,37.83,35.47,42.55,2009-12-23,12.48
2010-01-05,43.12,39.62,50.12,2010-01-27,-8.12
2010-06-10,32.25,28.27,40.21,2010-06-29,-12.34
2010-09-30,22.51,20.7,26.13,2010-11-09,16.08
2010-10-14,23.77,21.79,27.73,2010-10-26,-8.33
2010-11-12,26.5,22.04,35.42,2010-12-17,-16.83
2010-12-02,24.99,24.01,26.95,2010-12-16,-3.92
2011-01-04,24.68,23.25,27.54,2011-01-31,11.59
2011-01-19,25.75,23.68,29.89,2011-03-24,16.08
2011-02-07,26.69,23.93,32.21,2011-04-29,20.68
2011-03-07,26.34,24.59,29.84,2011-03-24,13.29
2011-03-31,31.01,24.86,43.31,2011-08-08,-19.83
2011-04-29,30.81,28.26,35.91,2011-05-04,-8.28
2011-06-03,28.2,26.26,32.08,2011-07-21,13.76
2011-07-08,29.35,26.4,35.25,2011-08-05,-10.05
2011-07-27,32.58,27.95,41.84,2011-08-04,-14.21
2011-09-21,18.43,17.45,20.39,2011-09-22,-5.32
2011-10-17,17.74,15.33,22.56,2011-11-01,-13.59
2011-10-28,19.0,16.27,24.46,2011-11-01,-14.37
2012-02-27,15.18,11.75,22.04,2014-03-27,45.19
2012-03-26,17.45,14.31,23.73,2012-04-09,-17.99
2012-04-23,15.23,15.14,15.41,2012-04-23,1.18
2012-07-10,17.09,13.1,25.07,2013-02-12,-23.35
2012-07-25,17.45,15.62,21.11,2012-08-01,-10.49
2012-09-20,18.75,15.88,24.49,2012-11-09,-15.31
2012-10-10,20.21,17.69,25.25,2012-10-26,-12.47
2012-11-23,16.83,15.26,19.97,2012-12-13,-9.33
2013-02-04,14.37,13.92,15.27,2013-02-11,-3.13
2013-02-28,14.01,13.12,15.79,2013-03-07,12.71
2013-03-15,17.67,13.71,25.59,2014-04-14,44.82
2013-05-20,16.53,14.93,19.73,2013-08-19,-9.68
2013-07-16,16.55,15.53,18.59,2013-08-15,-6.16
2013-10-11,17.0,15.51,19.98,2014-02-18,17.53
2013-12-27,18.08,16.75,20.74,2014-01-08,-7.36
2014-01-29,17.33,16.35,19.29,2014-02-13,11.31
2014-03-03,19.65,16.75,25.45,2014-04-14,29.52
2014-03-27,21.34,18.7,26.62,2014-04-16,24.74
2014-04-30,27.27,25.81,30.19,2014-05-06,-5.35
2014-05-22,26.48,25.0,29.44,2014-05-23,-5.59
2014-06-24,28.66,26.28,33.42,2014-07-11,-8.3
2014-08-14,23.97,22.78,26.35,2014-09-04,-4.96
2014-08-22,24.51,22.92,27.69,2014-09-04,-6.49
2014-12-29,6.93,5.01,10.77,n/a,0.0
,,,,,
,,,,,
Winners:,60,,,,
Losers,87,,,,
Avg Pct Gain,2.9457823129251715,,,,
