Trade Opened,Open,Stop Loss,Take Profit,Trade Closed,Percent Gain
2008-01-17,47.34,44.55,52.92,2008-01-23,-5.89
2008-02-05,46.43,43.93,51.43,2008-02-29,-5.38
2008-02-20,46.7,46.0,48.1,2008-02-26,3.0
2008-04-17,43.72,41.2,48.76,2008-07-02,11.53
2008-05-07,42.97,41.65,45.61,2008-05-09,-3.07
2008-06-13,43.53,41.99,46.61,2008-06-24,7.08
2008-07-10,51.34,46.13,61.76,2008-07-28,20.3
2008-07-22,53.71,50.74,59.65,2008-07-28,11.06
2008-08-01,62.31,52.92,81.09,2008-10-07,-15.07
2008-11-04,62.26,49.4,87.98,2009-02-27,-20.66
2008-12-05,56.03,50.09,67.91,2009-02-27,-10.6
2008-12-24,57.38,56.05,60.04,2009-01-06,4.64
2009-02-09,58.0,54.3,65.4,2009-02-26,-6.38
2009-03-23,49.54,45.73,57.16,2009-04-20,-7.69
2009-04-16,47.63,46.57,49.75,2009-04-16,-2.23
2009-05-05,48.53,44.96,55.67,2009-07-08,14.71
2009-05-26,48.36,47.5,50.08,2009-05-26,3.56
2009-06-09,51.28,49.1,55.64,2009-07-08,8.5
2009-06-29,52.56,49.21,59.26,2009-07-08,12.75
2009-07-15,58.36,50.65,73.78,2010-05-26,-13.21
2009-08-05,63.66,57.79,75.4,2009-09-03,-9.22
2009-09-25,60.69,58.1,65.87,2009-10-05,-4.27
2009-11-12,55.24,51.72,62.28,2010-05-24,-6.37
2009-12-01,56.38,55.12,58.9,2009-12-16,-2.23
2009-12-29,57.77,54.12,65.07,2010-05-06,-6.32
2010-01-25,56.72,55.65,58.86,2010-01-25,-1.89
2010-03-15,57.27,56.21,59.39,2010-03-19,3.7
2010-04-20,61.1,59.93,63.44,2010-04-20,-1.91
2010-06-11,53.63,50.32,60.25,2010-08-27,-6.17
2010-06-25,56.61,54.51,60.81,2010-06-29,-3.71
2010-07-22,52.62,51.93,54.0,2010-07-23,-1.31
2010-07-30,53.21,51.61,56.41,2010-08-24,-3.01
2010-08-10,55.37,54.49,57.13,2010-08-11,-1.59
2010-09-10,53.86,50.85,59.88,2011-02-24,-5.59
2010-09-28,55.9,54.97,57.76,2010-09-29,-1.66
2010-10-18,56.37,54.16,60.79,2010-11-10,-3.92
2010-11-26,53.53,53.44,53.71,2010-11-26,0.34
2011-01-04,55.77,52.98,61.35,2011-02-16,-5.0
2011-03-14,53.18,51.4,56.74,2011-04-27,6.69
2011-03-22,53.03,52.18,54.73,2011-04-12,3.21
2011-04-05,53.95,52.61,56.63,2011-04-27,4.97
2011-04-18,54.95,53.48,57.89,2011-04-21,-2.68
2011-05-03,57.12,53.16,65.04,2011-07-29,-6.93
2011-05-19,61.44,57.32,69.68,2011-06-23,-6.71
2011-08-30,54.74,50.63,62.96,2011-12-21,15.02
2011-09-27,55.97,53.26,61.39,2011-10-04,-4.84
2011-10-17,57.26,52.85,66.08,2012-01-11,15.4
2011-11-14,57.52,54.63,63.3,2011-11-22,-5.02
2011-12-07,57.85,54.59,64.37,2011-12-27,11.27
2012-01-06,64.24,57.14,78.44,2012-07-17,22.1
2012-02-08,69.01,66.71,73.61,2012-02-09,-3.33
2012-03-21,67.71,65.8,71.53,2012-04-13,-2.82
2012-04-23,68.23,65.37,73.95,2012-07-02,8.38
2012-06-14,68.88,67.61,71.42,2012-06-18,3.69
2012-07-09,74.08,70.88,80.48,2012-07-27,8.64
2012-08-06,82.18,75.7,95.14,2013-03-22,15.77
2012-09-04,83.8,82.27,86.86,2012-09-13,-1.83
2012-10-01,84.5,81.4,90.7,2012-12-12,7.34
2012-10-25,88.06,83.98,96.22,2012-11-14,-4.63
2012-11-30,88.88,82.92,100.8,2013-01-18,-6.71
2012-12-17,89.25,87.63,92.49,2012-12-21,-1.82
2013-01-10,88.32,84.56,95.84,2013-01-16,-4.26
2013-02-04,85.44,82.09,92.14,2013-02-28,7.84
2013-02-28,91.0,84.15,104.7,2013-04-02,15.05
2013-03-11,92.66,90.51,96.96,2013-03-18,-2.32
2013-04-10,104.53,90.35,132.89,2014-08-15,27.13
2013-05-31,104.4,103.0,107.2,2013-05-31,-1.34
2013-07-29,109.58,95.05,138.64,2014-08-28,26.52
2013-09-10,112.32,108.02,120.92,2013-10-08,-3.83
2013-10-23,114.94,105.76,133.3,2014-08-15,15.97
2013-11-04,118.73,115.17,125.85,2013-11-05,-3.0
2013-11-21,115.81,110.85,125.73,2013-11-21,-4.28
2013-12-27,114.89,109.71,125.25,2014-02-18,9.02
2014-01-15,118.42,113.12,129.02,2014-04-11,-4.48
2014-02-24,124.39,114.57,144.03,2014-04-10,-7.89
2014-03-05,126.18,121.74,135.06,2014-03-07,-3.52
2014-05-07,111.72,110.41,114.34,2014-05-09,-1.17
2014-06-03,116.45,109.92,129.51,2014-07-30,11.22
2014-06-30,118.96,115.5,125.88,2014-07-17,-2.91
2014-07-30,128.63,114.93,156.03,2014-10-28,21.3
2014-08-21,132.96001,124.81,149.26,2014-10-28,12.26
2014-09-30,140.31,136.82001,147.29,2014-10-02,-2.49
2014-11-28,165.0,156.62,181.76,2014-12-23,-5.08
,,,,,
,,,,,
Winners:,55,,,,
Losers,105,,,,
Avg Pct Gain,-0.13212499999999933,,,,
